"Date","Location","City","Region","Title","Amount","Department","Views","Trans_details"
"October 12, 2015","Agra                       , Uttar Pradesh","Agra","Uttar Pradesh","I Paid Rs. 1200 to Municipal Services in Agra.",1200,"Municipal Services",33,"Birth Certificate"
"October 12, 2015","Indore                       , Madhya Pradesh","Indore","Madhya Pradesh","I Paid Rs. 1400 to Food, Civil Supplies and Consumer Affairs in Indore.",1400,"Food, Civil Supplies and Consumer Affairs",35,"Issue of Ration Card"
"October 12, 2015","Agra                       , Uttar Pradesh","Agra","Uttar Pradesh","I Paid Rs. 4000 to Municipal Services in Agra.",4000,"Municipal Services",36,"Birth Certificate"
"October 12, 2015","Indore                       , Madhya Pradesh","Indore","Madhya Pradesh","I Paid Rs. 2400 to Food, Civil Supplies and Consumer Affairs in Indore.",2400,"Food, Civil Supplies and Consumer Affairs",29,"Issue of Ration Card"
"October 12, 2015","Agra                       , Uttar Pradesh","Agra","Uttar Pradesh","I Paid Rs. 3000 to Municipal Services in Agra.",3000,"Municipal Services",34,"Birth Certificate"
"October 12, 2015","Indore                       , Madhya Pradesh","Indore","Madhya Pradesh","I Paid Rs. 1100 to Food, Civil Supplies and Consumer Affairs in Indore.",1100,"Food, Civil Supplies and Consumer Affairs",28,"Issue of Ration Card"
"October 12, 2015","Agra                       , Uttar Pradesh","Agra","Uttar Pradesh","I Paid Rs. 2000 to Municipal Services in Agra.",2000,"Municipal Services",39,"Birth Certificate"
"October 12, 2015","Indore                       , Madhya Pradesh","Indore","Madhya Pradesh","I Paid Rs. 1000 to Food, Civil Supplies and Consumer Affairs in Indore.",1000,"Food, Civil Supplies and Consumer Affairs",24,"Issue of Ration Card"
"October 12, 2015","Indore                       , Madhya Pradesh","Indore","Madhya Pradesh","I Paid Rs. 4200 to Food, Civil Supplies and Consumer Affairs in Indore.",4200,"Food, Civil Supplies and Consumer Affairs",27,"Issue of Ration Card"
"October 12, 2015","Agra                       , Uttar Pradesh","Agra","Uttar Pradesh","I Paid Rs. 1000 to Municipal Services in Agra.",1000,"Municipal Services",37,"Birth Certificate"
"October 12, 2015","Indore                       , Madhya Pradesh","Indore","Madhya Pradesh","I Paid Rs. 5000 to Food, Civil Supplies and Consumer Affairs in Indore.",5000,"Food, Civil Supplies and Consumer Affairs",21,"Issue of Ration Card"
"October 12, 2015","Agra                       , Uttar Pradesh","Agra","Uttar Pradesh","I Paid Rs. 1800 to Municipal Services in Agra.",1800,"Municipal Services",31,"Birth Certificate"
"October 12, 2015","Indore                       , Madhya Pradesh","Indore","Madhya Pradesh","I Paid Rs. 610 to Food, Civil Supplies and Consumer Affairs in Indore.",610,"Food, Civil Supplies and Consumer Affairs",21,"Issue of Ration Card"
"October 12, 2015","Agra                       , Uttar Pradesh","Agra","Uttar Pradesh","I Paid Rs. 2400 to Municipal Services in Agra.",2400,"Municipal Services",34,"Birth Certificate"
"October 12, 2015","Indore                       , Madhya Pradesh","Indore","Madhya Pradesh","I Paid Rs. 1610 to Food, Civil Supplies and Consumer Affairs in Indore.",1610,"Food, Civil Supplies and Consumer Affairs",21,"Issue of Ration Card"
"October 12, 2015","Indore                       , Madhya Pradesh","Indore","Madhya Pradesh","I Paid Rs. 3200 to Food, Civil Supplies and Consumer Affairs in Indore.",3200,"Food, Civil Supplies and Consumer Affairs",22,"Issue of Ration Card"
"October 12, 2015","Agra                       , Uttar Pradesh","Agra","Uttar Pradesh","I Paid Rs. 3610 to Municipal Services in Agra.",3610,"Municipal Services",34,"Birth Certificate"
"October 12, 2015","Agra                       , Uttar Pradesh","Agra","Uttar Pradesh","I Paid Rs. 800 to Municipal Services in Agra.",800,"Municipal Services",34,"Birth Certificate"
"October 12, 2015","Agra                       , Uttar Pradesh","Agra","Uttar Pradesh","I Paid Rs. 1200 to Municipal Services in Agra.",1200,"Municipal Services",26,"Birth Certificate"
"October 12, 2015","Indore                       , Madhya Pradesh","Indore","Madhya Pradesh","I Paid Rs. 800 to Food, Civil Supplies and Consumer Affairs in Indore.",800,"Food, Civil Supplies and Consumer Affairs",24,"Issue of Ration Card"
"October 12, 2015","Agra                       , Uttar Pradesh","Agra","Uttar Pradesh","I Paid Rs. 3200 to Municipal Services in Agra.",3200,"Municipal Services",30,"Birth Certificate"
"October 12, 2015","Indore                       , Madhya Pradesh","Indore","Madhya Pradesh","I Paid Rs. 900 to Food, Civil Supplies and Consumer Affairs in Indore.",900,"Food, Civil Supplies and Consumer Affairs",23,"Issue of Ration Card"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 6500 to Police in Bangalore.",6500,"Police",95,"Filing FIR"
"October 12, 2015","Indore                       , Madhya Pradesh","Indore","Madhya Pradesh","I Paid Rs. 500 to Food, Civil Supplies and Consumer Affairs in Indore.",500,"Food, Civil Supplies and Consumer Affairs",22,"Issue of Ration Card"
"October 12, 2015","Aligarh                       , Uttar Pradesh","Aligarh","Uttar Pradesh","I Paid Rs. 4000 to Municipal Services in Aligarh.",4000,"Municipal Services",59,"Birth Certificate"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 6500 to Stamps and Registration in Bangalore.",6500,"Stamps and Registration",105,"Marriage Certificate"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 600 to Income Tax in Bangalore.",600,"Income Tax",115,"New PAN Card"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 6500 to Stamps and Registration in Bangalore.",6500,"Stamps and Registration",98,"Marriage Certificate"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 500 to Income Tax in Bangalore.",500,"Income Tax",100,"New PAN Card"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 6500 to Stamps and Registration in Bangalore.",6500,"Stamps and Registration",93,"Marriage Certificate"
"October 12, 2015","Indore                       , Madhya Pradesh","Indore","Madhya Pradesh","I Paid Rs. 1200 to Food, Civil Supplies and Consumer Affairs in Indore.",1200,"Food, Civil Supplies and Consumer Affairs",22,"Issue of Ration Card"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 5000 to Transport in Bangalore.",5000,"Transport",132,"New Domestic Driving License"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 2500 to Municipal Services in Bangalore.",2500,"Municipal Services",58,"Birth Certificate"
"October 12, 2015","Indore                       , Madhya Pradesh","Indore","Madhya Pradesh","I Paid Rs. 4000 to Food, Civil Supplies and Consumer Affairs in Indore.",4000,"Food, Civil Supplies and Consumer Affairs",22,"Issue of Ration Card"
"October 12, 2015","Agra                       , Uttar Pradesh","Agra","Uttar Pradesh","I Paid Rs. 1500 to Municipal Services in Agra.",1500,"Municipal Services",27,"Birth Certificate"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 1500 to Food, Civil Supplies and Consumer Affairs in Bangalore.",1500,"Food, Civil Supplies and Consumer Affairs",52,"Issue of Ration Card"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 6500 to Stamps and Registration in Bangalore.",6500,"Stamps and Registration",71,"Marriage Certificate"
"October 12, 2015","Agra                       , Uttar Pradesh","Agra","Uttar Pradesh","I Paid Rs. 2500 to Municipal Services in Agra.",2500,"Municipal Services",25,"Birth Certificate"
"October 12, 2015","Indore                       , Madhya Pradesh","Indore","Madhya Pradesh","I Paid Rs. 3000 to Food, Civil Supplies and Consumer Affairs in Indore.",3000,"Food, Civil Supplies and Consumer Affairs",19,"Issue of Ration Card"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 6500 to Transport in Bangalore.",6500,"Transport",80,"New Domestic Driving License"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 6500 to Stamps and Registration in Bangalore.",6500,"Stamps and Registration",43,"Marriage Certificate"
"October 12, 2015","Indore                       , Madhya Pradesh","Indore","Madhya Pradesh","I Paid Rs. 2000 to Food, Civil Supplies and Consumer Affairs in Indore.",2000,"Food, Civil Supplies and Consumer Affairs",19,"Issue of Ration Card"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 1000 to Income Tax in Bangalore.",1000,"Income Tax",76,"New PAN Card"
"October 12, 2015","Indore                       , Madhya Pradesh","Indore","Madhya Pradesh","I Paid Rs. 1000 to Food, Civil Supplies and Consumer Affairs in Indore.",1000,"Food, Civil Supplies and Consumer Affairs",25,"Issue of Ration Card"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 8500 to Stamps and Registration in Bangalore.",8500,"Stamps and Registration",52,"Marriage Certificate"
"October 12, 2015","Indore                       , Madhya Pradesh","Indore","Madhya Pradesh","I Paid Rs. 1800 to Food, Civil Supplies and Consumer Affairs in Indore.",1800,"Food, Civil Supplies and Consumer Affairs",22,"Issue of Ration Card"
"October 12, 2015","Indore                       , Madhya Pradesh","Indore","Madhya Pradesh","I Paid Rs. 2400 to Food, Civil Supplies and Consumer Affairs in Indore.",2400,"Food, Civil Supplies and Consumer Affairs",24,"Issue of Ration Card"
"October 12, 2015","Indore                       , Madhya Pradesh","Indore","Madhya Pradesh","I Paid Rs. 2610 to Food, Civil Supplies and Consumer Affairs in Indore.",2610,"Food, Civil Supplies and Consumer Affairs",26,"Issue of Ration Card"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 6500 to Stamps and Registration in Bangalore.",6500,"Stamps and Registration",47,"Marriage Certificate"
"October 12, 2015","Indore                       , Madhya Pradesh","Indore","Madhya Pradesh","I Paid Rs. 3610 to Food, Civil Supplies and Consumer Affairs in Indore.",3610,"Food, Civil Supplies and Consumer Affairs",28,"Issue of Ration Card"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 1000 to Food, Civil Supplies and Consumer Affairs in Bangalore.",1000,"Food, Civil Supplies and Consumer Affairs",41,"Issue of Ration Card"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 5000 to Food, Civil Supplies and Consumer Affairs in Bangalore.",5000,"Food, Civil Supplies and Consumer Affairs",40,"Issue of Ration Card"
"October 12, 2015","Indore                       , Madhya Pradesh","Indore","Madhya Pradesh","I Paid Rs. 800 to Food, Civil Supplies and Consumer Affairs in Indore.",800,"Food, Civil Supplies and Consumer Affairs",22,"Issue of Ration Card"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 2500 to Municipal Services in Bangalore.",2500,"Municipal Services",31,"Birth Certificate"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 6500 to Stamps and Registration in Bangalore.",6500,"Stamps and Registration",44,"Marriage Certificate"
"October 12, 2015","Indore                       , Madhya Pradesh","Indore","Madhya Pradesh","I Paid Rs. 1200 to Food, Civil Supplies and Consumer Affairs in Indore.",1200,"Food, Civil Supplies and Consumer Affairs",22,"Issue of Ration Card"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 250 to Income Tax in Bangalore.",250,"Income Tax",65,"New PAN Card"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 2000 to Municipal Services in Bangalore.",2000,"Municipal Services",39,"Birth Certificate"
"October 12, 2015","Indore                       , Madhya Pradesh","Indore","Madhya Pradesh","I Paid Rs. 3200 to Food, Civil Supplies and Consumer Affairs in Indore.",3200,"Food, Civil Supplies and Consumer Affairs",23,"Issue of Ration Card"
"October 12, 2015","Indore                       , Madhya Pradesh","Indore","Madhya Pradesh","I Paid Rs. 4000 to Food, Civil Supplies and Consumer Affairs in Indore.",4000,"Food, Civil Supplies and Consumer Affairs",24,"Issue of Ration Card"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 6500 to Stamps and Registration in Bangalore.",6500,"Stamps and Registration",31,"Marriage Certificate"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 6500 to Police in Bangalore.",6500,"Police",75,"Filing FIR"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 5600 to Municipal Services in Bangalore.",5600,"Municipal Services",27,"Birth Certificate"
"October 12, 2015","Indore                       , Madhya Pradesh","Indore","Madhya Pradesh","I Paid Rs. 15000 to Food, Civil Supplies and Consumer Affairs in Indore.",15000,"Food, Civil Supplies and Consumer Affairs",20,"Issue of Ration Card"
"October 12, 2015","Pune                       , Maharashtra","Pune","Maharashtra","I Paid Rs. 60000 to Police in Pune.",60000,"Police",86,"Police Verification for Passport"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 6500 to Stamps and Registration in Bangalore.",6500,"Stamps and Registration",24,"Marriage Certificate"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 2500 to Food, Civil Supplies and Consumer Affairs in Bangalore.",2500,"Food, Civil Supplies and Consumer Affairs",20,"Issue of Ration Card"
"October 12, 2015","Indore                       , Madhya Pradesh","Indore","Madhya Pradesh","I Paid Rs. 3000 to Food, Civil Supplies and Consumer Affairs in Indore.",3000,"Food, Civil Supplies and Consumer Affairs",18,"Issue of Ration Card"
"October 12, 2015","Indore                       , Madhya Pradesh","Indore","Madhya Pradesh","I Paid Rs. 2500 to Food, Civil Supplies and Consumer Affairs in Indore.",2500,"Food, Civil Supplies and Consumer Affairs",21,"Issue of Ration Card"
"October 12, 2015","Agra                       , Uttar Pradesh","Agra","Uttar Pradesh","I Paid Rs. 500 to Municipal Services in Agra.",500,"Municipal Services",29,"Birth Certificate"
"October 12, 2015","Indore                       , Madhya Pradesh","Indore","Madhya Pradesh","I Paid Rs. 2000 to Food, Civil Supplies and Consumer Affairs in Indore.",2000,"Food, Civil Supplies and Consumer Affairs",22,"Issue of Ration Card"
